type,verb,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,rating.response,rating.rt,date,frameRate,expName,participant,
leg,KICK,Leg,leg,0,14,14,47,0,1,1,1,7,3.306,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,KICK,,,0,14,14,47,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,GLIDE,Arm,arm,0,15,15,42,0,0,0,0,2,8.514,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,GLIDE,Leg,leg,0,15,15,42,0,1,1,1,6,3.54,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,GLIDE,,,0,15,15,42,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,RUSH,Arm,arm,0,16,16,56,0,0,0,0,4,6.186,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,RUSH,Leg,leg,0,16,16,56,0,1,1,1,6,6.274,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,RUSH,,,0,16,16,56,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,BOUNCE,Arm,arm,0,17,17,40,0,0,0,0,4,6.195,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,BOUNCE,Leg,leg,0,17,17,40,0,1,1,1,4,3.287,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,BOUNCE,,,0,17,17,40,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,WANDER,Arm,arm,0,18,18,78,0,0,0,0,4,14.312,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,WANDER,Leg,leg,0,18,18,78,0,1,1,1,6,3.287,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
leg,WANDER,,,0,18,18,78,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,CHOP,Arm,arm,0,19,19,3,0,0,0,0,7,4.536,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,CHOP,Leg,leg,0,19,19,3,0,1,1,1,2,10.706,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,CHOP,,,0,19,19,3,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,SCOOP,Arm,arm,0,20,20,28,0,0,0,0,7,4.636,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,SCOOP,Leg,leg,0,20,20,28,0,1,1,1,1,3.457,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,SCOOP,,,0,20,20,28,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,CARVE,Arm,arm,0,21,21,1,0,0,0,0,7,6.246,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,CARVE,Leg,leg,0,21,21,1,0,1,1,1,1,5.453,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,CARVE,,,0,21,21,1,,,,,,,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
arm,CLICK,Arm,arm,0,22,22,6,0,0,0,0,7,4.652,2018_Nov_01_1331,60.0702012431,verb_norming_L1-eng_no-translation,704,
